WantCollege_W1,ExpectCollege_W1,DaysMarijuanaPast12M_W4,Sex_Female,Trouble Paying Attention,ReligiosityIndex_W1,Age_FirstMarijuana,PeerCig_Count,PeerWeed_Count,peer_alcohol_count,Fight_Serious,InjuredSomeone,DroveWithoutPermission,WeaponUse_Threat,SoldDrugs,GroupFight,PublicRowdy,LiedToParents,Age_FirstDrinkNoAdults_rev_Z,DrinkFrequency_Past12mo_Z,DrinksPerOccasion_Past12mo_Z,Age_StartedSmoking_rev_Z,BluesInspiteOfHelp,LessThanOthers,Unhappy,Lonely,UnfriendlyPeople,HardToStart,NotWorthLiving,FriendsRespect_Sex,Rev_FeelGuilty_Sex,Rev_UpsetMother_Sex,SexAttitudes_Index,GPA_Index,ParentalWarmth_Index,ParentalSupervision_Index,BuildingType,BuildingCondition,NeighborhoodType,StreetCondition,BoredImpatient,SuicidalIdeation,SuicideAttempts,SchoolBehavior_Index,SES_Index,NightAway_W1,Moodiness_W1,HangoutFriends_W1,HoursTV_W1,HoursGames_W1,PhysicalFight_W1,Jumped_W1
3.0,3.0,0.0,0,3.0,-0.6588722940964432,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,,-0.5248244604181258,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,-0.071508663115174,2.5,5.0,0.2857142857142857,1.0,3.0,1.0,,0.0,0.0,,0.7650249960953266,-0.5922750637818429,0.0,0.0,2.0,10.0,0.0,0.0,0.0
3.0,2.0,1.0,0,1.0,-0.0316845046201642,14.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,-0.6431696056225867,1.4059398133265433,-0.3445430183927198,,0.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,4.0,3.0,-0.2862368621924445,2.25,5.0,0.7142857142857143,1.0,2.0,3.0,2.0,0.0,0.0,,0.5452600893979123,-1.3360229342684151,0.0,2.0,3.0,15.0,5.0,2.0,0.0
5.0,5.0,0.0,1,0.0,-0.0316845046201642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,-1.1751367693067831,3.75,5.0,0.4285714285714285,1.0,1.0,3.0,1.0,0.0,0.0,,-0.3784778417322197,0.4604419055123134,0.0,1.0,0.0,3.0,0.0,0.0,0.0
5.0,5.0,2.0,0,1.0,-0.0316845046201642,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5238626153348919,2.760794160730596,-0.2000511884409751,,0.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,5.0,3.0,1.2632726545098714,1.0,5.0,0.7142857142857143,1.0,1.0,3.0,1.0,0.0,0.0,,0.4766279887640786,0.666725912097458,0.0,1.0,3.0,50.0,7.0,0.0,0.0
5.0,5.0,0.0,1,2.0,,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.6431696056225867,-0.6263417077795361,1.2448671110764713,,2.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,-1.60366264625112,3.0,4.75,0.2857142857142857,1.0,1.0,2.0,1.0,0.0,1.0,0.0,-0.02715638953515,0.5266886781593856,0.0,2.0,3.0,2.0,0.0,0.0,0.0
5.0,5.0,6.0,1,1.0,-0.1940532933094384,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5238626153348919,1.4059398133265433,-0.633526678296209,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,3.25,5.0,0.1428571428571428,5.0,1.0,3.0,3.0,0.0,0.0,,-0.1013290051351102,0.0997637742691875,0.0,1.0,2.0,56.0,0.0,1.0,0.0
5.0,5.0,0.0,1,1.0,-0.3564220819987125,14.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.5238626153348919,0.7285126396245167,-0.0555593584892304,0.3071439300954472,2.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,5.0,1.0,-0.4316724413869189,4.0,4.5,0.1428571428571428,1.0,1.0,2.0,1.0,0.0,0.0,,-0.7604565844254683,0.1614570396768223,0.0,2.0,1.0,1.0,0.0,0.0,0.0
5.0,4.0,3.0,1,1.0,0.7355847082645711,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,0.3071439300954472,2.0,2.0,2.0,0.0,1.0,1.0,0.0,,,,,3.5,5.0,0.4285714285714285,1.0,3.0,3.0,2.0,1.0,1.0,1.0,-0.3091906325829423,-0.9653483465202596,0.0,2.0,3.0,56.0,0.0,0.0,0.0
5.0,5.0,6.0,1,1.0,-0.0316845046201642,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9128733556540516,1.4059398133265433,-0.2000511884409751,,3.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,-0.3401681440295978,2.0,5.0,0.1428571428571428,1.0,2.0,2.0,2.0,0.0,1.0,4.0,-0.691169375276191,0.4343701544520694,0.0,4.0,1.0,4.0,2.0,0.0,0.0
5.0,3.0,0.0,0,1.0,1.36277249774085,15.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6431696056225867,2.08336698702857,-0.4890348483444643,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,2.0,0.5702429892689006,2.0,4.25,0.0,1.0,2.0,1.0,,0.0,0.0,,1.121858775745302,-0.5102818536897583,1.0,1.0,3.0,8.0,0.0,0.0,0.0
4.0,4.0,6.0,1,0.0,-0.0316845046201642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,-0.0253631089356718,3.0,5.0,0.7142857142857143,1.0,1.0,2.0,1.0,0.0,0.0,,-0.5058040892966359,-0.501548167289051,0.0,1.0,1.0,10.0,3.0,0.0,0.0
5.0,5.0,6.0,0,2.0,-0.1940532933094384,14.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,-1.0321803459417462,0.0510854659224902,-0.4890348483444643,-0.1088402651613392,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,3.0,0.8576897884655738,3.0,4.5,0.1428571428571428,1.0,1.0,3.0,1.0,0.0,0.0,,-0.3098457410983862,0.6951538945065245,1.0,2.0,3.0,12.0,1.0,0.0,0.0
5.0,5.0,0.0,0,2.0,-0.1940532933094384,15.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.2541588653034272,-0.6263417077795361,-0.633526678296209,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,2.0,0.731342351005808,3.0,5.0,0.2857142857142857,1.0,1.0,3.0,1.0,1.0,0.0,,0.1065326223127218,0.2953832567272835,0.0,1.0,2.0,5.0,1.0,2.0,0.0
5.0,5.0,0.0,1,0.0,0.4331344961668405,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0321803459417462,-0.6263417077795361,-0.633526678296209,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,-0.2090272141060788,3.5,5.0,0.0,1.0,2.0,3.0,2.0,0.0,0.0,,-0.2511515941678034,-0.1293141311637974,0.0,2.0,1.0,12.0,3.0,0.0,0.0
5.0,5.0,2.0,1,1.0,-0.0316845046201642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,-1.477315208791354,3.75,5.0,0.2857142857142857,1.0,1.0,2.0,1.0,1.0,0.0,,0.0952844515785832,1.3836271425854756,0.0,1.0,1.0,6.0,0.0,0.0,0.0
5.0,1.0,0.0,0,0.0,0.4331344961668405,0.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.1348518750157323,-0.6263417077795361,-0.633526678296209,,1.0,2.0,2.0,0.0,1.0,0.0,0.0,4.0,4.0,4.0,0.9773853775712312,2.0,3.75,0.0,1.0,2.0,2.0,2.0,0.0,0.0,,0.2107273229011078,0.4234198982460322,0.0,3.0,3.0,20.0,0.0,2.0,2.0
5.0,4.0,2.0,1,1.0,-0.1940532933094384,15.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-0.6431696056225867,0.7285126396245167,1.2448671110764713,-0.1088402651613392,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,-0.1033382944101546,2.25,4.5,0.1428571428571428,1.0,1.0,2.0,1.0,0.0,0.0,,0.2066096279988692,-0.2929617360309311,0.0,2.0,3.0,10.0,0.0,0.0,0.0
5.0,5.0,0.0,0,3.0,-0.0316845046201642,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,-0.6431696056225867,0.0510854659224902,-0.0555593584892304,,0.0,0.0,1.0,1.0,1.0,3.0,0.0,3.0,2.0,1.0,0.2358557228028236,4.0,4.25,0.0,1.0,1.0,3.0,2.0,0.0,0.0,,0.1639165522124168,-0.3516534769996669,0.0,3.0,3.0,7.0,1.0,0.0,0.0
5.0,5.0,0.0,1,0.0,-0.0316845046201642,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.1348518750157323,-1.303768881481563,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,-0.2671274468441698,3.0,4.75,0.5714285714285714,4.0,2.0,3.0,2.0,0.0,0.0,,0.072152904602553,0.47518106482349,0.0,1.0,2.0,18.0,1.0,1.0,0.0
5.0,5.0,0.0,1,2.0,-0.1940532933094384,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4211910862609058,0.7285126396245167,-0.0555593584892304,1.9710807111225928,1.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,3.0,2.0,-0.100714401131682,2.0,4.25,0.2857142857142857,1.0,2.0,3.0,2.0,0.0,0.0,,-0.2286552526995264,-0.6783860340892688,1.0,2.0,1.0,5.0,0.0,0.0,0.0
3.0,2.0,1.0,0,2.0,,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,,,,-0.1088402651613392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.3131457329433921,1.5,4.75,0.2857142857142857,1.0,1.0,2.0,1.0,0.0,0.0,,-0.0320417959858329,-0.3986397619335515,1.0,2.0,3.0,20.0,2.0,2.0,0.0
5.0,5.0,0.0,1,1.0,-0.1940532933094384,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,3.0,4.5,0.0,1.0,1.0,2.0,1.0,0.0,0.0,,-0.3091906325829423,-0.0600752383833103,0.0,1.0,1.0,6.0,2.0,0.0,0.0
5.0,5.0,0.0,0,0.0,-0.6588722940964432,16.0,1.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.2541588653034272,0.7285126396245167,0.0889324714625141,,2.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0,3.0,0.4452329916245802,2.6666666666666665,4.75,0.1428571428571428,5.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0952844515785832,0.0284865610562928,0.0,1.0,2.0,4.0,0.0,1.0,0.0
3.0,4.0,5.0,0,1.0,0.7355847082645711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1348518750157323,-0.6263417077795361,-0.633526678296209,,0.0,2.0,2.0,0.0,1.0,0.0,0.0,,,,,2.25,5.0,0.4285714285714285,5.0,4.0,4.0,1.0,0.0,0.0,,-0.1706162142843876,-0.9919566760809778,0.0,2.0,3.0,14.0,10.0,0.0,0.0
5.0,5.0,1.0,1,0.0,-0.8212410827857173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0022743080246684,4.0,4.5,0.2857142857142857,1.0,1.0,2.0,1.0,1.0,0.0,,-0.5058040892966359,0.2213373034657967,0.0,0.0,1.0,9.0,1.0,0.0,0.0
1.0,2.0,4.0,0,2.0,-1.286060083572722,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,,,,0.3071439300954472,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,1.75,3.5,0.8571428571428571,1.0,2.0,3.0,1.0,0.0,0.0,,1.3471841004165337,0.0518233314355495,0.0,3.0,3.0,21.0,0.0,1.0,0.0
5.0,5.0,1.0,0,3.0,-0.3564220819987125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,2.0,0.0,0.0,0.0,0.0,,,,,2.75,4.5,0.1428571428571428,1.0,2.0,2.0,1.0,0.0,0.0,,-0.1706162142843876,0.1083899779638286,0.0,0.0,1.0,10.0,1.0,0.0,0.0
5.0,5.0,0.0,1,0.0,-0.0316845046201642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,3.75,5.0,0.1428571428571428,1.0,1.0,3.0,1.0,0.0,0.0,,-0.1125771758692487,0.5335964780187211,0.0,1.0,2.0,20.0,0.0,0.0,0.0
4.0,4.0,1.0,1,0.0,-0.6588722940964432,14.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.2541588653034272,0.0510854659224902,-0.4890348483444643,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.1656493402446024,2.75,4.0,0.1428571428571428,1.0,1.0,2.0,2.0,0.0,0.0,,0.1176335552526657,0.4371897065433193,1.0,0.0,3.0,25.0,5.0,2.0,2.0
5.0,5.0,1.0,1,2.0,0.2707657074775663,16.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,-0.6431696056225867,0.7285126396245167,0.6668997912694926,-1.3567928509316989,3.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,4.0,1.0,0.1785210274528497,3.0,5.0,0.1428571428571428,1.0,1.0,2.0,1.0,0.0,0.0,,0.0134587576719703,-0.2338566273752603,0.0,4.0,2.0,15.0,0.0,0.0,0.0
5.0,4.0,4.0,1,1.0,-0.0316845046201642,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,0.0,1.0,1.0,0.0,2.0,0.0,0.0,,,,,2.25,5.0,0.7142857142857143,1.0,1.0,2.0,1.0,0.0,0.0,,-0.4945559185624975,0.3442489066353681,0.0,0.0,3.0,10.0,0.0,1.0,0.0
1.0,1.0,3.0,0,0.0,0.7355847082645711,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.7285126396245167,-0.4890348483444643,,0.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,0.0467835887564025,1.0,4.0,0.4285714285714285,3.0,1.0,3.0,2.0,0.0,0.0,,0.2017242215481862,-0.980596617995248,0.0,0.0,2.0,20.0,40.0,0.0,0.0
4.0,3.0,1.0,0,0.0,0.2707657074775663,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0321803459417462,-0.6263417077795361,-0.2000511884409751,,0.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,0.349599828086937,2.75,5.0,0.2857142857142857,1.0,1.0,1.0,,0.0,0.0,,-0.2517867996755568,-0.5031397945035755,0.0,1.0,3.0,20.0,0.0,1.0,0.0
5.0,5.0,2.0,0,0.0,-0.0316845046201642,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1348518750157323,0.7285126396245167,-0.4890348483444643,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,-1.1744989694608194,4.0,5.0,0.4285714285714285,1.0,1.0,1.0,,0.0,0.0,,-0.2511515941678034,0.2159567731461329,0.0,0.0,2.0,2.0,0.0,1.0,0.0
5.0,4.0,4.0,0,1.0,0.4331344961668405,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-0.6431696056225867,0.0510854659224902,0.3779161313660034,,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,-0.6214840109470724,2.0,5.0,0.1428571428571428,1.0,1.0,1.0,,0.0,0.0,,0.6886917266339289,-0.0371223840772623,0.0,1.0,2.0,10.0,2.0,0.0,0.0
3.0,3.0,1.0,0,0.0,-0.1940532933094384,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.1731310262161683,2.75,5.0,0.0,1.0,1.0,1.0,,0.0,0.0,,0.2163804409002349,-0.0817221975538223,1.0,0.0,1.0,4.0,0.0,0.0,0.0
5.0,5.0,0.0,0,1.0,-0.1940532933094384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,-0.9898736193240912,3.25,5.0,0.2857142857142857,1.0,1.0,1.0,,0.0,0.0,,0.4766279887640786,-0.1007593721339498,0.0,1.0,3.0,49.0,9.0,0.0,0.0
5.0,5.0,0.0,1,2.0,-0.1940532933094384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0604508580238605,3.5,4.5,0.1428571428571428,1.0,1.0,3.0,1.0,0.0,1.0,0.0,-0.6331303368610521,0.3936860207014299,0.0,1.0,1.0,15.0,0.0,0.0,0.0
3.0,4.0,0.0,1,2.0,,17.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,1.0,3.0,3.0,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,-0.6589257259213218,3.5,5.0,0.2857142857142857,1.0,2.0,1.0,,0.0,0.0,,0.7537768253611881,-0.3040814986941814,0.0,3.0,1.0,10.0,0.0,2.0,1.0
5.0,4.0,3.0,1,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,-0.5198986390248025,2.25,4.75,0.1428571428571428,1.0,1.0,1.0,,0.0,0.0,,-0.3091906325829423,-0.6699934283317004,0.0,1.0,1.0,5.0,1.0,0.0,0.0
5.0,5.0,0.0,0,1.0,-0.0316845046201642,17.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.1348518750157323,1.4059398133265433,0.0889324714625141,,0.0,0.0,1.0,2.0,1.0,2.0,0.0,4.0,3.0,1.0,0.479635095916981,3.5,3.75,0.0,2.0,2.0,1.0,,0.0,0.0,,-0.1013290051351102,0.2007085016711448,1.0,1.0,1.0,10.0,1.0,1.0,0.0
5.0,3.0,0.0,1,1.0,,16.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.2541588653034272,-0.6263417077795361,-0.0555593584892304,-0.1088402651613392,1.0,3.0,2.0,2.0,2.0,1.0,0.0,3.0,4.0,,0.5137686731809982,3.0,5.0,0.1428571428571428,1.0,1.0,1.0,,0.0,1.0,0.0,-0.5525949569776363,-0.1110750772143274,1.0,1.0,2.0,20.0,0.0,0.0,0.0
1.0,1.0,2.0,0,2.0,-0.0316845046201642,9.0,3.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9128733556540516,1.4059398133265433,-0.633526678296209,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,,,2.5,5.0,0.5714285714285714,1.0,3.0,1.0,,0.0,0.0,,1.571834413564631,-0.2805233539107888,1.0,1.0,3.0,12.0,3.0,1.0,1.0
4.0,2.0,3.0,1,0.0,0.2707657074775663,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2541588653034272,-0.6263417077795361,-0.4890348483444643,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,2.0,5.0,0.4285714285714285,1.0,4.0,1.0,,0.0,1.0,0.0,-0.3091906325829423,-0.3174507633937153,0.0,1.0,1.0,30.0,2.0,0.0,0.0
5.0,5.0,2.0,0,0.0,-0.0316845046201642,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,-0.2264240387454843,3.0,4.5,0.2857142857142857,1.0,,1.0,,0.0,0.0,,-0.3091906325829423,0.439845282555088,0.0,0.0,2.0,8.0,1.0,1.0,0.0
4.0,5.0,0.0,1,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,-0.2504205668948631,2.0,4.5,0.1428571428571428,1.0,1.0,1.0,,0.0,0.0,,-0.3091906325829423,-0.7748853832008297,0.0,0.0,2.0,21.0,1.0,0.0,0.0
5.0,5.0,0.0,1,2.0,-0.0316845046201642,16.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,-1.0321803459417462,0.7285126396245167,-0.2000511884409751,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,-0.3424422173233293,3.25,4.5,0.1428571428571428,1.0,1.0,2.0,1.0,0.0,0.0,,-0.1419242493345401,-0.0005119512235471,0.0,1.0,2.0,7.0,0.0,0.0,0.0
5.0,5.0,0.0,1,2.0,0.8979534969538453,14.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1348518750157323,0.7285126396245167,-0.3445430183927198,,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,4.0,3.0,0.0022743080246684,3.5,5.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,,-0.2363282340138697,0.9404826774774762,0.0,2.0,1.0,10.0,0.0,0.0,0.0
3.0,3.0,0.0,1,3.0,,0.0,2.0,0.0,3.0,2.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.1348518750157323,1.4059398133265433,0.6668997912694926,-0.1088402651613392,1.0,2.0,2.0,1.0,0.0,2.0,0.0,2.0,4.0,,0.3705654502793643,1.6666666666666667,,,1.0,1.0,4.0,2.0,0.0,0.0,,1.4389413007784246,,0.0,3.0,2.0,7.0,0.0,2.0,1.0
4.0,3.0,0.0,0,1.0,0.2707657074775663,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.7285126396245167,0.0889324714625141,-0.5248244604181258,0.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.6157398898313392,1.3333333333333333,4.5,0.5714285714285714,1.0,1.0,1.0,,0.0,0.0,,0.2681112528008028,-0.2343855446154149,0.0,1.0,2.0,8.0,1.0,2.0,0.0
5.0,5.0,3.0,0,2.0,-0.1940532933094384,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0321803459417462,0.7285126396245167,0.6668997912694926,-1.3567928509316989,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,4.0,0.5815598679815259,3.25,3.5,0.0,1.0,1.0,1.0,,0.0,0.0,,-0.3678847795135251,-0.2124954002837368,1.0,1.0,3.0,2.0,1.0,2.0,0.0
5.0,5.0,0.0,1,3.0,,13.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5238626153348919,-0.6263417077795361,0.0889324714625141,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,5.0,3.0,0.5472340809502263,1.75,5.0,0.1428571428571428,,3.0,3.0,3.0,1.0,0.0,,0.2157599671459852,0.0518712857297715,0.0,2.0,3.0,21.0,0.0,2.0,2.0
5.0,4.0,6.0,0,2.0,1.36277249774085,13.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,0.5648112630305498,1.25,5.0,0.5714285714285714,1.0,2.0,3.0,2.0,0.0,0.0,,0.4759728802486348,-0.298987058652252,1.0,0.0,3.0,63.0,12.0,0.0,0.0
2.0,2.0,0.0,0,1.0,0.8979534969538453,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,1.0,0.3185357341800735,2.25,4.5,0.0,1.0,1.0,3.0,1.0,0.0,0.0,,-0.1825194935339699,0.3505510578186131,0.0,1.0,3.0,3.0,0.0,0.0,0.0
5.0,2.0,0.0,0,4.0,-0.6588722940964432,13.0,2.0,3.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.9128733556540516,0.7285126396245167,0.6668997912694926,-0.5248244604181258,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,5.0,4.0,0.3763114653400913,1.75,4.0,0.2857142857142857,1.0,2.0,3.0,2.0,0.0,0.0,,2.406033863458425,-0.689209513674525,1.0,1.0,3.0,28.0,0.0,2.0,1.0
4.0,5.0,0.0,1,2.0,0.7355847082645711,13.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.1348518750157323,-0.6263417077795361,-0.633526678296209,-1.3567928509316989,1.0,3.0,1.0,1.0,2.0,2.0,0.0,1.0,5.0,5.0,0.5223956981516293,2.0,4.5,0.0,5.0,,,,0.0,0.0,,-0.3685398880289688,0.8867348666429554,0.0,4.0,1.0,25.0,1.0,1.0,0.0
5.0,5.0,0.0,1,2.0,-0.1940532933094384,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,-0.2541588653034272,0.7285126396245167,-0.0555593584892304,,0.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,0.4964600181290581,2.75,4.5,0.2857142857142857,1.0,1.0,2.0,1.0,0.0,0.0,,-0.3462106873625769,0.0900696773676911,0.0,1.0,1.0,3.0,0.0,0.0,0.0
4.0,5.0,0.0,1,2.0,-0.0316845046201642,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0321803459417462,-0.6263417077795361,-0.4890348483444643,,0.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,5.0,3.0,0.3980998176143736,2.75,5.0,0.0,5.0,1.0,2.0,2.0,0.0,0.0,,-0.1706162142843876,1.2675611229513315,0.0,2.0,1.0,12.0,0.0,1.0,0.0
