WantCollege_W1,ExpectCollege_W1,DaysMarijuanaPast12M_W4,Sex_Female,Trouble Paying Attention,ReligiosityIndex_W1,Age_FirstMarijuana,PeerCig_Count,PeerWeed_Count,peer_alcohol_count,Fight_Serious,InjuredSomeone,DroveWithoutPermission,WeaponUse_Threat,SoldDrugs,GroupFight,PublicRowdy,LiedToParents,Age_FirstDrinkNoAdults_rev_Z,DrinkFrequency_Past12mo_Z,DrinksPerOccasion_Past12mo_Z,Age_StartedSmoking_rev_Z,BluesInspiteOfHelp,LessThanOthers,Unhappy,Lonely,UnfriendlyPeople,HardToStart,NotWorthLiving,FriendsRespect_Sex,Rev_FeelGuilty_Sex,Rev_UpsetMother_Sex,SexAttitudes_Index,GPA_Index,ParentalWarmth_Index,ParentalSupervision_Index,BuildingType,BuildingCondition,NeighborhoodType,StreetCondition,BoredImpatient,SuicidalIdeation,SuicideAttempts,SchoolBehavior_Index,SES_Index,NightAway_W1,Moodiness_W1,HangoutFriends_W1,HoursTV_W1,HoursGames_W1,PhysicalFight_W1,Jumped_W1
3.0,2.0,2.0,1,1.0,0.2707657074775663,0.0,1.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,,0.0510854659224902,-0.3445430183927198,,0.0,2.0,2.0,1.0,0.0,0.0,1.0,2.0,4.0,2.0,-0.2734294752135374,2.0,5.0,0.2857142857142857,1.0,4.0,3.0,3.0,0.0,1.0,1.0,-0.5058040892966359,-0.3051416268994065,0.0,3.0,3.0,30.0,0.0,2.0,0.0
5.0,3.0,0.0,1,0.0,0.2707657074775663,16.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,,0.0510854659224902,-0.4890348483444643,,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,-0.1137438705531765,2.25,5.0,0.1428571428571428,1.0,2.0,3.0,2.0,0.0,0.0,,-0.1944028697758617,0.1411481544792723,0.0,1.0,0.0,3.0,1.0,1.0,0.0
5.0,5.0,0.0,0,3.0,-0.6588722940964432,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,1.0,0.0,0.0,0.0,3.0,4.0,3.0,1.0,0.3398424716323446,1.3333333333333333,5.0,0.0,1.0,2.0,3.0,3.0,0.0,0.0,,0.4185889503489398,0.4898295723763483,0.0,0.0,3.0,72.0,99.0,0.0,0.0
5.0,5.0,6.0,0,2.0,-0.9836098714749916,12.0,2.0,3.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,,,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,0.6709472052890535,3.25,4.5,0.0,5.0,3.0,2.0,1.0,0.0,0.0,,0.3822041010770585,-1.1860232257660568,1.0,2.0,2.0,12.0,1.0,1.0,0.0
5.0,5.0,3.0,1,1.0,-0.3564220819987125,15.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1348518750157323,-0.6263417077795361,-0.4890348483444643,,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0.4494830291428037,2.6666666666666665,5.0,0.1428571428571428,1.0,1.0,1.0,,0.0,0.0,,0.0259972424293059,1.053604509750533,0.0,1.0,3.0,7.0,0.0,0.0,0.0
4.0,4.0,6.0,0,0.0,1.36277249774085,16.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.6431696056225867,0.7285126396245167,0.955883451172982,-1.3567928509316989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.6973559641167836,,5.0,0.0,2.0,3.0,1.0,,0.0,0.0,,0.5388973251144564,-1.035257756269058,0.0,1.0,2.0,21.0,3.0,0.0,0.0
3.0,3.0,6.0,1,1.0,0.4331344961668405,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.1348518750157323,-0.6263417077795361,-0.4890348483444643,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,-0.1955820272812082,3.0,5.0,0.1428571428571428,1.0,2.0,1.0,,0.0,0.0,,-0.239903423433665,3.34972589852056,0.0,1.0,3.0,11.0,0.0,0.0,0.0
1.0,2.0,5.0,0,4.0,,15.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.301884095973211,1.4059398133265433,-0.4890348483444643,0.3071439300954472,0.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,3.0,,1.5683680189877762,1.3333333333333333,,,,,,,0.0,0.0,,0.8897026220847465,-1.1239405552032051,0.0,0.0,3.0,78.0,50.0,1.0,0.0
4.0,4.0,0.0,1,2.0,-0.3564220819987125,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.1348518750157323,-1.303768881481563,,0.3071439300954472,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,-0.3116002058590532,3.5,3.0,0.1428571428571428,1.0,3.0,2.0,2.0,0.0,0.0,,-0.3629993730628421,0.6805415118161292,0.0,3.0,3.0,21.0,0.0,0.0,0.0
3.0,2.0,1.0,0,2.0,-0.1940532933094384,0.0,2.0,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,3.0,3.0,0.4525226398246524,1.5,4.5,0.1428571428571428,2.0,4.0,1.0,,0.0,0.0,,0.4459507952602092,-0.0519999124459818,0.0,1.0,2.0,8.0,0.0,2.0,1.0
5.0,5.0,0.0,1,2.0,-0.1940532933094384,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,-1.0321803459417462,0.7285126396245167,-0.4890348483444643,,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,5.0,2.0,0.8571178860382453,3.75,4.25,0.0,1.0,2.0,2.0,2.0,0.0,0.0,,0.0952844515785832,0.7874724182138407,1.0,2.0,1.0,9.0,2.0,0.0,0.0
5.0,4.0,1.0,1,2.0,-0.1940532933094384,16.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,,1.4059398133265433,-0.2000511884409751,,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,3.0,2.0,-0.2303339515583499,2.6666666666666665,4.5,0.1428571428571428,1.0,1.0,2.0,1.0,0.0,0.0,,-0.0432899667199714,-0.276991590258077,0.0,1.0,3.0,20.0,1.0,0.0,0.0
5.0,5.0,0.0,0,1.0,-0.6588722940964432,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.6431696056225867,-0.6263417077795361,0.0889324714625141,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,-0.0799795661067393,3.5,4.0,0.4285714285714285,1.0,1.0,2.0,1.0,0.0,0.0,,-0.239903423433665,0.2767284176901864,0.0,0.0,1.0,20.0,1.0,0.0,0.0
5.0,5.0,0.0,0,1.0,-0.0316845046201642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,,,3.5,5.0,0.7142857142857143,1.0,1.0,3.0,1.0,0.0,0.0,,-0.239903423433665,0.7074100458480976,0.0,1.0,2.0,10.0,4.0,0.0,0.0
5.0,5.0,0.0,1,1.0,-0.3564220819987125,17.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-0.6431696056225867,0.0510854659224902,-0.0555593584892304,-1.3567928509316989,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.2679986523656945,3.0,4.75,0.0,1.0,2.0,2.0,2.0,0.0,0.0,,-0.5596128297765357,-0.2516200856572783,1.0,1.0,3.0,20.0,4.0,1.0,0.0
5.0,5.0,1.0,0,0.0,-0.0316845046201642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,,,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,-0.7716058941136296,2.6666666666666665,4.5,0.4285714285714285,1.0,1.0,3.0,1.0,0.0,0.0,,-0.1125771758692487,0.5266886781593856,0.0,1.0,2.0,15.0,0.0,0.0,0.0
4.0,4.0,1.0,0,1.0,-0.6588722940964432,13.0,3.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,0.5238626153348919,0.7285126396245167,-0.3445430183927198,,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,2.5,5.0,0.2857142857142857,1.0,2.0,3.0,3.0,0.0,0.0,,-0.1712713227998314,0.4652167871558867,0.0,2.0,2.0,50.0,5.0,2.0,0.0
5.0,3.0,0.0,0,1.0,-0.1940532933094384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.2541588653034272,0.0510854659224902,-0.4890348483444643,,0.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0707801169057813,2.75,4.75,0.5714285714285714,1.0,1.0,2.0,1.0,0.0,0.0,,-0.239903423433665,-0.0756416183721039,0.0,1.0,3.0,26.0,0.0,0.0,0.0
5.0,5.0,1.0,1,3.0,-0.8212410827857173,14.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.6431696056225867,-1.303768881481563,,-0.1088402651613392,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,,-0.1359770100333833,1.75,4.5,0.0,1.0,2.0,2.0,2.0,1.0,0.0,,0.3032785850671063,0.5476756658421382,1.0,4.0,1.0,21.0,0.0,0.0,0.0
3.0,3.0,5.0,1,4.0,0.2707657074775663,13.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.246937797569009,0.7285126396245167,0.6668997912694926,-0.1088402651613392,2.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,4.0,3.0,0.1422890147518922,1.75,4.75,0.1428571428571428,1.0,1.0,2.0,1.0,0.0,0.0,,0.0952844515785832,-0.1846730665507608,1.0,2.0,3.0,10.0,0.0,1.0,0.0
5.0,5.0,2.0,0,2.0,-0.1940532933094384,14.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.2541588653034272,0.0510854659224902,0.3779161313660034,-0.1088402651613392,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,3.0,1.0,0.4893924523715734,3.0,5.0,0.0,,1.0,6.0,1.0,0.0,0.0,,0.2800145320503851,1.1389353246107796,0.0,2.0,2.0,0.0,0.0,0.0,0.0
5.0,4.0,0.0,1,3.0,-0.0316845046201642,14.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0321803459417462,-0.6263417077795361,-0.633526678296209,,1.0,0.0,1.0,0.0,2.0,2.0,0.0,3.0,2.0,1.0,0.091099234527348,3.333333333333333,3.5,0.1428571428571428,1.0,2.0,3.0,2.0,0.0,0.0,,0.8770052810310563,0.159770814678943,0.0,4.0,3.0,2.0,0.0,0.0,0.0
5.0,4.0,0.0,1,1.0,-0.3564220819987125,13.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.5238626153348919,0.0510854659224902,2.11181809078694,-0.5248244604181258,2.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,5.0,3.0,0.9909770541406708,2.6666666666666665,4.5,0.2857142857142857,1.0,1.0,2.0,1.0,0.0,1.0,0.0,-0.691169375276191,0.5810303904576924,0.0,2.0,1.0,5.0,0.0,0.0,0.0
5.0,5.0,0.0,1,2.0,0.1083969187882922,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.1348518750157323,0.0510854659224902,-0.3445430183927198,,1.0,2.0,1.0,1.0,0.0,1.0,0.0,,,,,3.5,4.0,0.1428571428571428,1.0,1.0,2.0,1.0,0.0,0.0,,-0.2112114584838174,0.510516847091892,0.0,1.0,3.0,8.0,0.0,0.0,0.0
4.0,4.0,1.0,0,2.0,-0.0316845046201642,16.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-0.6431696056225867,-0.6263417077795361,-0.633526678296209,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0,2.0,0.9028368690432717,2.5,4.0,0.7142857142857143,5.0,2.0,3.0,1.0,0.0,0.0,,-0.0320417959858329,1.2836401609095625,0.0,2.0,1.0,10.0,0.0,2.0,0.0
5.0,5.0,6.0,1,1.0,-0.6588722940964432,8.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.9128733556540516,2.08336698702857,-0.0555593584892304,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,,-0.0117469547065699,2.6666666666666665,5.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,,0.0259972424293059,0.4610878291600899,0.0,2.0,3.0,35.0,3.0,1.0,0.0
5.0,5.0,0.0,1,1.0,0.7355847082645711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0510854659224902,-0.2000511884409751,,2.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,-0.3490419208333026,2.75,4.0,0.0,1.0,2.0,1.0,,0.0,0.0,,-0.1419242493345401,1.098840212011686,0.0,1.0,3.0,5.0,1.0,0.0,0.0
4.0,5.0,0.0,0,1.0,-0.0316845046201642,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,,-1.303768881481563,,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,0.754544894285271,3.25,4.75,0.2857142857142857,,1.0,3.0,1.0,0.0,0.0,,0.2681112528008028,-0.0485515123386089,0.0,1.0,2.0,21.0,0.0,1.0,0.0
5.0,5.0,0.0,1,1.0,-0.1940532933094384,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,,,,,1.75,4.5,0.1428571428571428,3.0,1.0,3.0,2.0,0.0,0.0,,-0.6624774103263436,0.2056446324978415,0.0,1.0,2.0,10.0,0.0,0.0,0.0
4.0,3.0,0.0,1,1.0,-0.6588722940964432,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,0.0,1.0,2.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,-0.3113781234164658,1.0,4.25,0.1428571428571428,1.0,2.0,2.0,1.0,0.0,0.0,,-0.3672296709980812,-0.2817143377597345,0.0,1.0,3.0,3.0,0.0,0.0,0.0
5.0,4.0,0.0,0,1.0,-0.5187908706879867,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,-0.4851467147476608,3.333333333333333,4.5,0.1428571428571428,1.0,1.0,1.0,,0.0,0.0,,-0.5058040892966359,0.9328580036341506,0.0,1.0,1.0,10.0,0.0,0.0,0.0
5.0,5.0,0.0,0,1.0,,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,2.0,0.3599290869688579,3.5,5.0,0.2857142857142857,1.0,2.0,2.0,2.0,0.0,0.0,,-0.3091906325829423,0.4671494253270514,0.0,1.0,3.0,15.0,0.0,0.0,0.0
5.0,4.0,0.0,0,2.0,,14.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,-0.6431696056225867,0.0510854659224902,-0.2000511884409751,-0.9408086556749125,1.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,0.3056624497825312,3.25,5.0,0.1428571428571428,1.0,1.0,2.0,1.0,0.0,0.0,,0.545915197913356,0.7235818769155911,1.0,3.0,3.0,25.0,1.0,0.0,0.0
5.0,3.0,6.0,0,3.0,,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,,,,,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,-0.6224716307777769,1.25,3.5,0.7142857142857143,1.0,1.0,1.0,,0.0,0.0,,0.7741407004812485,-0.2670697762319127,0.0,1.0,3.0,2.0,3.0,2.0,0.0
3.0,3.0,1.0,0,2.0,-0.1940532933094384,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.1348518750157323,1.4059398133265433,0.3779161313660034,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,0.4519507373973241,2.25,4.5,0.2857142857142857,1.0,1.0,1.0,,0.0,1.0,0.0,0.6844896162119107,-0.0283582065198597,0.0,2.0,3.0,10.0,5.0,0.0,0.0
3.0,4.0,3.0,1,2.0,-0.1940532933094384,16.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,-0.6431696056225867,0.0510854659224902,-0.4890348483444643,,2.0,3.0,2.0,1.0,1.0,1.0,0.0,2.0,4.0,1.0,0.3183136517374861,2.0,3.5,0.2857142857142857,1.0,1.0,3.0,1.0,0.0,0.0,,-0.1957329898144399,0.5797557398723793,0.0,1.0,3.0,12.0,4.0,1.0,0.0
5.0,4.0,0.0,0,2.0,0.2707657074775663,13.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,-1.0321803459417462,-0.6263417077795361,-0.2000511884409751,,0.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,4.0,3.0,0.7110232333842416,4.0,5.0,0.1428571428571428,1.0,2.0,1.0,,0.0,0.0,,0.1163034352140875,-0.6682783522763399,1.0,1.0,1.0,5.0,1.0,0.0,0.0
4.0,3.0,3.0,0,1.0,-0.1940532933094384,14.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.0321803459417462,-0.6263417077795361,0.0889324714625141,-0.1088402651613392,0.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,4.0,,0.1756841082871181,2.5,3.0,0.0,1.0,1.0,1.0,,0.0,1.0,0.0,0.5879531651843646,-0.0741476677314009,0.0,1.0,2.0,72.0,1.0,1.0,1.0
5.0,5.0,2.0,1,3.0,0.4331344961668405,17.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.4211910862609058,0.0510854659224902,-0.3445430183927198,-1.3567928509316989,1.0,1.0,0.0,2.0,1.0,1.0,0.0,3.0,5.0,2.0,0.5582115595205767,2.5,2.5,0.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,0.1800501293972381,0.0421753841541828,1.0,3.0,3.0,25.0,0.0,0.0,0.0
5.0,3.0,5.0,1,4.0,0.2707657074775663,14.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,-0.2541588653034272,0.7285126396245167,0.6668997912694926,-0.1088402651613392,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,0.3436379244229273,2.5,3.0,0.4285714285714285,1.0,1.0,2.0,1.0,0.0,0.0,,0.4816606330089561,0.670885558308866,1.0,3.0,3.0,5.0,0.0,1.0,0.0
3.0,4.0,5.0,0,2.0,0.2707657074775663,0.0,3.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,3.0,3.0,3.0,0.5238626153348919,0.7285126396245167,-0.4890348483444643,-0.1088402651613392,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,4.0,-0.1607493070212296,2.0,4.0,0.2857142857142857,,,,,0.0,1.0,0.0,0.03933787416406,0.2609928416056628,1.0,1.0,2.0,70.0,0.0,2.0,2.0
5.0,5.0,4.0,0,1.0,0.1083969187882922,17.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,3.0,-0.2541588653034272,0.0510854659224902,0.0889324714625141,-0.5248244604181258,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,3.0,4.0,0.8686568471934581,2.5,5.0,0.1428571428571428,1.0,1.0,3.0,1.0,0.0,1.0,0.0,-0.1419242493345401,0.6722031815514209,1.0,1.0,2.0,13.0,1.0,2.0,1.0
5.0,5.0,1.0,0,2.0,0.8979534969538453,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.301884095973211,0.7285126396245167,0.955883451172982,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,4.0,4.0,1.1338092891071558,3.5,3.5,0.0,1.0,1.0,2.0,1.0,0.0,0.0,,-0.239903423433665,0.9759452363666592,0.0,1.0,1.0,6.0,0.0,1.0,0.0
5.0,5.0,0.0,0,2.0,-0.1940532933094384,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1348518750157323,-0.6263417077795361,-0.4890348483444643,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,0.0603849606052254,3.75,5.0,0.5714285714285714,1.0,1.0,2.0,1.0,0.0,0.0,,-0.1013290051351102,-0.0356897123209454,0.0,1.0,3.0,4.0,6.0,0.0,0.0
5.0,5.0,4.0,0,3.0,0.7355847082645711,14.0,3.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,3.0,2.07990557661153,1.4059398133265433,0.6668997912694926,0.7231281253522338,1.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,3.0,3.0,1.3110436283660416,2.0,4.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,,0.8511008909448691,-0.3789964458652594,0.0,2.0,2.0,10.0,0.0,1.0,0.0
5.0,5.0,4.0,0,1.0,-0.6588722940964432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,-0.3430800171692928,3.75,4.75,0.2857142857142857,1.0,3.0,1.0,,0.0,0.0,,-0.3784778417322197,-0.2446801069605164,0.0,1.0,3.0,14.0,10.0,0.0,0.0
2.0,3.0,1.0,0,3.0,,13.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,-0.2541588653034272,1.4059398133265433,0.6668997912694926,,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,5.0,4.0,0.5310991034282481,2.25,5.0,0.0,1.0,4.0,1.0,,0.0,0.0,,0.688064805631706,0.0677058442131891,1.0,1.0,3.0,14.0,0.0,0.0,0.0
3.0,3.0,0.0,0,3.0,-0.1940532933094384,14.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-1.303768881481563,,,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,4.0,3.0,0.2987129262878171,2.0,5.0,0.0,5.0,1.0,4.0,1.0,1.0,0.0,,-0.0907359429164156,-0.5337248018008257,0.0,1.0,0.0,35.0,10.0,2.0,1.0
5.0,4.0,0.0,1,2.0,0.7355847082645711,0.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,-0.1088402651613392,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,4.0,0.1182265891838783,2.0,5.0,0.1428571428571428,1.0,2.0,3.0,1.0,0.0,0.0,,1.3486351079936427,0.0768452401515102,1.0,1.0,0.0,25.0,0.0,0.0,0.0
5.0,5.0,2.0,1,1.0,-0.1940532933094384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,3.0,5.0,0.4285714285714285,1.0,1.0,2.0,1.0,0.0,0.0,,-0.1706162142843876,0.670885558308866,0.0,1.0,2.0,5.0,0.0,0.0,0.0
5.0,5.0,0.0,1,0.0,-0.0316845046201642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,-1.60366264625112,3.0,5.0,0.1428571428571428,2.0,1.0,1.0,,0.0,0.0,,-0.447765050881497,-0.127986918012849,0.0,0.0,0.0,10.0,5.0,0.0,0.0
4.0,5.0,0.0,0,1.0,-0.6588722940964432,0.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,,-0.6263417077795361,-0.633526678296209,,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,3.0,-0.1450300469026275,2.25,5.0,0.1428571428571428,1.0,1.0,3.0,1.0,0.0,0.0,,0.3254951827004978,0.7774925892333557,0.0,2.0,2.0,25.0,2.0,2.0,0.0
5.0,1.0,6.0,0,0.0,0.8979534969538453,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,-0.5248244604181258,1.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,2.0,1.0,-0.1924765191807244,2.75,5.0,0.8571428571428571,1.0,3.0,1.0,,0.0,0.0,,0.8853051833476224,-0.9261290633633634,0.0,2.0,3.0,40.0,3.0,0.0,0.0
5.0,4.0,0.0,0,3.0,,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,-0.6263417077795361,-0.633526678296209,,1.0,2.0,2.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,0.233581649509092,2.25,5.0,0.7142857142857143,1.0,1.0,1.0,,0.0,1.0,1.0,-0.1593680435502491,0.439845282555088,0.0,2.0,2.0,12.0,20.0,0.0,0.0
5.0,5.0,6.0,1,0.0,-0.1940532933094384,16.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-0.6431696056225867,-0.6263417077795361,-0.4890348483444643,-1.3567928509316989,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,4.0,4.0,0.1286217454844342,3.0,5.0,0.5714285714285714,2.0,1.0,1.0,,1.0,1.0,0.0,-0.3091906325829423,-0.8014270679937585,0.0,3.0,1.0,1.0,0.0,0.0,0.0
5.0,5.0,0.0,1,1.0,0.8979534969538453,16.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.5238626153348919,-1.303768881481563,,,1.0,1.0,2.0,3.0,0.0,1.0,0.0,3.0,5.0,4.0,1.1004711219065608,3.333333333333333,5.0,0.2857142857142857,1.0,1.0,1.0,,0.0,1.0,0.0,-0.7024175460103296,-0.225132239686399,1.0,3.0,3.0,40.0,0.0,1.0,0.0
5.0,4.0,0.0,1,1.0,-0.6588722940964432,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-1.0321803459417462,0.0510854659224902,-0.4890348483444643,-0.9408086556749125,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,-0.0564272028425353,3.6666666666666665,4.75,0.0,1.0,1.0,2.0,1.0,0.0,0.0,,-0.1706162142843876,-0.0461102069079874,0.0,2.0,2.0,35.0,2.0,0.0,0.0
